,country_name,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y
61,Ethiopia,1.02,1.0,5.6812346,11.600000000000001,21.783333333333335,0.8437200332991781,33.847874999999995,57.786433333333335,3.3,0.55,70.4706580349836,,,61.599999999999994,1.0,72.3621,15.25,1.0,24.2875,1.0,0.5125,1.0,1.0,56.900000000000006,3.7,25.75,12.45,1.0,1.0,1.0,44.42338,51.77118,30.133235,5.086496666666666,25.071428571428573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.900750041007995,27.666666666666668,45.83333333333333,16.15,28.75,16.825000000000003,1.0,,0.77105,0.07396666666666667,21.2,9.821439515271521,6.632851412958275,4.886328242357247,0.8,0.4,8.516666666666666,1.0,43.7,32.13617747362128,,46.16691574250853,80.770625,19.35,34.1,24.71666666666667,23.404034196761614,52.95,65.45,27.4875,35.650000000000006,39.050000000000004,47.05,1.0,2.294824534672324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.62475,1.0,26.0,2.4333333333333336,41.06666666666666,6.5,2.1333333333333337
62,Solomon Islands,11.649999999999999,1.0,,,48.983333333333334,,33.465125,37.96875,1.4,2.365,107.72754755530681,,,88.4,,77.669525,5.6,,,,,,,,,,,1.0,1.0,1.0,,,,,10.000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.797750003635883,68.9,88.5,1.0,76.2,86.2,,,1.9623,0.184225,,,30.78100558975877,35.6810437938749,0.3,,,1.0,6.2,54.38338448413741,,48.73160875063738,77.87187499999999,,36.666666666666664,40.83333333333333,34.7,19.0,11.4,8.125000000000002,8.2,19.0625,19.549999999999997,1.0,0.559103779958256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.435875,1.0,16.2,4.5,31.7,8.5,3.6
63,Cuba,0.37142857142857144,1.0,55.993008,,51.21666666666667,,10.804,88.03365,5.175,106.91499999999999,,5.216211619999991,,,,52.50755,4.7,1.0,13.375,1.0,0.1,1.0,1.0,,,,,,,7.4,99.79988,99.75253,86.96176249999999,60.73878285714286,2.5,1.0,1.0,1.0,1.0,1.0,1.0,,2.753624960780145,33.266666666666666,33.5,94.55,40.7,99.81666666666668,37.0,,7.865266666666667,7.7140625,20.9,,91.90133017844094,85.18414230206804,1.9,15.700000000000001,36.36666666666667,1.0,1.0,0.4713974305073757,,38.755819329844414,23.12525,59.7,19.75,23.566666666666666,5.05,4.65,5.7,2.3625000000000003,3.45,4.125,4.3,1.0,0.05807391271628477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.663875,1.0,,,,,
64,Cote d'Ivoire,4.9,1.0,4.5930734,70.4,37.7,3.3708963394165,36.501125,32.8993575,,2.81,357.4976382568477,15.720011999999981,,80.75,1.0,121.02495,5.4,1.0,59.699999999999996,1.0,1.4,1.0,1.0,40.1,4.5,1.0,29.6,1.0,1.0,1.0,35.91511333333333,44.01846666666667,30.2464325,6.132893333333333,15.214285714285717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.84199994802475,47.75,91.9,19.6,17.450000000000003,66.5,1.0,,0.5426,0.19225,22.3,36.08059701654436,29.827773313348345,19.405210417521484,2.4,,,1.0,47.2,27.40471890815377,,40.424394916855206,50.754999999999995,13.9,61.69999999999999,59.25,29.2391230612603,76.8,93.6,36.0375,54.7,49.775,36.6,1.0,3.247185543085147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.839375,1.0,14.25,2.35,25.75,6.85,1.5
65,Lao PDR,,1.0,,3.1,26.03333333333333,,24.933625,61.22376,1.5,3.27,16.590705153187578,17.59133839999996,,86.55,1.0,66.58845,8.9,1.0,33.7875,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,64.55706,71.47449,50.97871875,16.580167499999998,17.62857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6365000009536743,49.55,66.30000000000001,47.099999999999994,42.05,52.25,1.0,,1.0599,0.3742,20.5,14.887905369053744,66.8001037477928,49.58625955491313,3.3,8.433333333333332,53.56666666666666,1.0,11.3,27.4261742911653,32.9,49.34043189928879,67.187625,22.7,42.833333333333336,29.850000000000005,17.1,45.3,55.400000000000006,21.825,35.150000000000006,33.28750000000001,44.25,1.0,0.7209767953288841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8387499999999997,1.0,24.400000000000002,2.3333333333333335,37.6,5.533333333333333,1.6
66,Tuvalu,7.3999999999999995,,,,69.11666666666667,,,,,22.285,,,,,,,,,,,,,,,,,,,,1.0,,,71.48808249999999,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,4.0112000000000005,0.9174,,,84.0596152675344,,0.4,,,,,6.758305357280553,,,40.81075,,,,,12.6,28.049999999999997,15.562500000000004,19.049999999999997,22.925,11.95,,,,,,,,,,,,1.0,,,,,
67,Honduras,0.12000000000000001,1.0,54.787403,84.7,57.83333333333334,,22.763625,76.1,0.7,13.68,0.6984724755321526,10.99901239999994,,,,76.7476,7.6,1.0,38.8125,1.0,0.1,1.0,1.0,87.3,2.2,28.1,1.0,1.0,1.0,1.0,86.62665571428572,86.74862142857143,45.436626000000004,24.938954285714285,14.242857142857144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.114874958992003,88.9,96.6,63.9,30.7,82.8,,,0.7128666666666668,0.6303333333333334,21.2,,78.20089766609992,84.04776253819793,1.2,2.066666666666667,,1.0,3.6,8.16304884718173,32.51428571428571,35.77423381534664,45.169,33.9,31.699999999999996,20.716666666666665,10.7,16.45,20.55,10.924999999999999,14.0,17.075,17.65,1.0,0.20027880354125357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.630125,1.0,7.1,5.2,22.6,1.4,0.3
68,St. Vincent and the Grenadines,0.7,1.0,,,59.483333333333334,,14.972125,,3.25,18.215,,,,,,51.770725000000006,,,,,,,,,,,,1.0,1.0,4.075,,,90.43291500000001,31.774875,5.114285714285715,1.0,1.0,1.0,1.0,1.0,1.0,,17.087000131607077,,,,,50.00000000000001,53.5,,8.216949999999999,,,,86.18304486560604,,2.7,,,1.0,1.3,3.3162782230275956,,39.83219931350991,49.232375000000005,,32.883333333333326,27.8,,15.45,18.75,9.9125,14.0,14.287500000000001,16.95,1.0,0.1386299270530133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9657499999999999,1.0,,,,,
69,Serbia,,1.0,69.692543,,49.61666666666667,0.677774613723159,9.225000000000001,25.11311,5.65,77.09666666666666,,4.546973299999996,,,,16.753249999999998,0.3,1.0,16.075,,0.1,1.0,,,,,,1.0,1.0,1.0,97.488695,98.40196,93.6632075,67.9260875,3.7714285714285722,1.0,1.0,1.0,1.0,1.0,1.0,,19.46087491512299,93.9,98.3,,12.8,50.075,12.566666666666666,,7.102566666666666,2.5875666666666666,26.8,74.70773498766941,97.32060334736997,97.71832340238535,4.1,38.166666666666664,35.583333333333336,1.0,0.7,0.06808398110308334,0.5142857142857143,43.85752733111123,44.354625,,17.450000000000003,27.98333333333333,14.9,3.3,6.5,4.050000000000001,4.6,4.475,3.15,1.0,0.01775477443089363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.455,1.0,1.8,13.9,1.0,3.9,1.1
70,Zambia,4.16,1.0,10.481215,66.55,34.550000000000004,,38.342375,66.15,,1.28,192.40201997541524,11.798507799999939,,88.4,1.0,128.48467499999998,5.9,1.0,51.8875,1.0,5.125,1.0,1.0,70.75,2.75,26.6,28.85,1.0,1.0,1.0,83.08344,86.74796,,2.8833149999999996,40.114285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.545624971389767,59.5,96.30000000000001,35.35,35.45,71.85,1.0,,1.1763,0.42005000000000003,21.8,,25.874983590125115,13.547990501929686,1.4,3.4333333333333336,21.5,1.0,34.9,20.10810420527166,,47.94916729807277,58.338249999999995,42.4,45.833333333333336,38.78333333333333,20.4,56.099999999999994,66.1,18.875,38.400000000000006,45.5,46.3,1.0,1.3106734472128128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.97525,1.0,13.350000000000001,5.7,17.8,5.2,2.0
71,Papua New Guinea,6.2,1.0,,45.5,56.300000000000004,,28.229125,48.7,,2.3,179.97107020018763,,,,1.0,54.643575,,1.0,57.5,1.0,0.225,1.0,1.0,58.7,1.0,,12.1,1.0,1.0,1.0,,,29.18538,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4323749989271162,1.0,76.1,1.0,,56.4,,,0.34004999999999996,0.0699,,,14.73686141215823,,0.3,25.5,52.91666666666667,1.0,16.3,14.202143020901602,36.77142857142857,48.481495928744074,76.214875,,32.38333333333334,44.55,25.9,45.4,53.849999999999994,20.525,35.599999999999994,36.474999999999994,42.849999999999994,1.0,0.6023152727169176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.737875,1.0,,,,,
72,Guyana,0.25,1.0,27.761177,,46.13333333333333,,20.629375,52.45335,1.6,8.78,42.83032377313946,15.71346839999998,,42.8,,78.7707,3.6,1.0,48.987500000000004,1.0,0.325,1.0,1.0,,,,,1.0,1.0,1.0,85.03461,85.63973,86.49579,15.65147,8.814285714285715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.239750146865838,86.7,90.7,83.6,21.1,85.7,,,0.7667,0.8023,,,84.87192848354391,77.13520871709402,1.9,,,1.0,3.6,0.6939652821243557,,37.7068667305928,73.539875,,38.63333333333333,20.050000000000004,1.0,27.4,19.1,17.875,22.7,24.037500000000005,29.65,1.0,0.4687213125760289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.54575,1.0,8.2,5.3,11.3,6.4,1.7
73,Kiribati,2.95,1.0,,,66.98333333333333,,28.94875,,1.6,6.385,,,,,1.0,18.71155,,,,,,,,,,,,1.0,1.0,1.0,,,,,2.8142857142857145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,4.3103,0.1736,,,44.07043409009421,,0.1,32.66666666666667,52.56666666666667,1.0,16.7,32.03703754316485,,,48.824374999999996,,26.333333333333332,29.616666666666664,,50.05,59.75,21.337500000000002,20.55,45.05000000000001,47.15,1.0,0.3774189415530597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.704375,1.0,,,,,
74,Panama,1.3333333333333333,1.0,,,60.05,,19.978499999999997,74.39889,2.2666666666666666,26.22,0.1961766761099321,10.14861899999998,,,,84.27255000000001,6.8,1.0,30.25,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,94.88172,95.41181,70.243848,55.279205999999995,8.900000000000002,1.0,1.0,1.0,1.0,1.0,1.0,,3.7918750345706935,87.9,93.4,81.6,21.5,78.11666666666667,80.5,,2.8719571428571427,1.5615750000000002,,,79.62516330121626,,2.6,2.3333333333333335,11.483333333333334,1.0,1.9,4.790113155919073,11.442857142857143,38.607561630827064,33.450250000000004,,28.78333333333333,18.383333333333336,20.299999999999997,14.35,17.799999999999997,8.45,12.3,9.525,15.3,1.0,0.16930517994487015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5454999999999997,1.0,,,,,
75,Vanuatu,6.45,1.0,,,40.300000000000004,,30.92075,50.68306,,3.305,17.669876067030142,10.95311059999996,,62.6,,50.990075000000004,2.5,,,,,,,,,,,1.0,1.0,1.0,84.953045,86.103155,49.82538,,6.685714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.079124987125397,51.8,75.6,72.1,72.6,89.4,,,1.5498999999999998,0.17485,,43.16762212234414,40.23419469265376,25.162613957247075,0.2,2.716666666666667,37.36666666666667,1.0,10.4,0.9453261799338957,15.82857142857143,43.56852765136933,75.08699999999999,,20.46666666666667,23.883333333333333,24.2,25.3,29.6,12.375,10.75,23.8625,24.75,1.0,0.34244241608032283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9195,1.0,11.7,4.9,28.9,4.7,1.5
76,Barbados,0.6833333333333333,1.0,,,48.78333333333334,3.81942129135132,10.95,1.0,6.066666666666666,17.2,,,,36.8,,37.942550000000004,0.7,1.0,32.637499999999996,,0.2,1.0,,,,,,1.0,1.0,1.1000000000000003,99.6,99.6,96.12428,90.57161,4.171428571428572,1.0,1.0,,1.0,1.0,1.0,,11.130499839782704,87.9,93.4,,19.7,59.839999999999996,60.2,,3.03945,2.4843,21.7,,95.84439364553887,88.4693503041843,3.4,1.7333333333333334,14.366666666666667,1.0,0.2,0.8216603680002962,,49.352986313216824,68.65525000000001,72.6,31.83333333333333,25.333333333333336,19.9,1.0,13.9,7.6499999999999995,10.649999999999999,11.0,12.850000000000001,1.0,0.04932810865190373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6276249999999999,1.0,3.5,12.2,7.7,6.8,1.0
77,Guinea-Bissau,2.2,1.0,7.7728214,,29.666666666666664,,37.013125,37.5482,,,103.6688231796401,21.554589399999923,,29.799999999999997,1.0,106.42002500000001,6.3,1.0,45.2375,1.0,1.5500000000000003,1.0,1.0,,,,,1.0,1.0,1.0,30.76851,45.58116,,,21.28571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.334374994039536,64.9,92.4,34.3,52.5,1.0,1.0,,0.5754666666666667,0.13173333333333334,,,19.172933921079185,6.458879501541291,1.3,,,1.0,35.3,19.38240805122454,58.54285714285715,47.882042838983175,58.07475,,68.96666666666667,34.36666666666667,22.3,79.65,92.55,39.875,50.75,54.3125,62.349999999999994,1.0,3.5308272742087246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.7395000000000005,1.0,1.0,2.3,27.6,1.0,1.4
78,Ecuador,0.4,1.0,,,57.95,2.975540064275265,20.514875,80.42745,1.5333333333333334,59.39,1.8735327089592324,11.25933379999998,,,,80.9613,,1.0,21.775000000000002,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,92.18604,93.25779714285713,82.67683875,46.86466,7.200000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.453374981880189,,,,,78.81666666666666,58.050000000000004,,2.4162,1.9199333333333333,,73.7890861351061,84.94339936603637,82.10484102433581,1.5,2.183333333333333,13.466666666666667,1.0,0.6,3.9594789934200576,15.257142857142858,39.59770761633452,36.669,,28.68333333333333,26.366666666666667,8.8,13.0,16.3,8.0125,11.05,10.125,14.149999999999999,1.0,0.18001639998477184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5093750000000004,1.0,5.75,4.25,24.65,2.0,0.6499999999999999
79,Uzbekistan,,1.0,,,47.166666666666664,,20.0,,3.166666666666667,47.004999999999995,1.0,5.3187145999999945,,,1.0,23.70035,,1.0,25.1625,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,99.98238199999999,99.98774,88.28999142857143,6.64478,6.857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,,4.964875102043154,,99.58,,,1.0,20.2,,11.415249999999999,2.4318250000000003,,58.7907396443576,43.23314418151762,,0.7,1.3666666666666667,21.483333333333334,1.0,0.4,0.7282571425182771,,41.11287418540975,49.1965,,38.083333333333336,21.066666666666666,,20.299999999999997,26.85,11.3625,17.950000000000003,21.337500000000002,24.0,1.0,0.08493413039014157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3775000000000004,1.0,2.9,4.6,10.8,1.8,0.3
80,Bhutan,,1.0,,,27.75,0.9544303696602565,17.964875,,1.75,2.87,0.09849074949540695,11.8544536,,,1.0,24.423000000000002,,1.0,28.0,,0.1,1.0,,,,,,1.0,1.0,1.0,52.55009,61.797375,66.3062475,10.0512825,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3957499861717224,41.25,97.9,,51.4,13.266666666666666,1.0,0.3002,1.4277142857142857,0.3541285714285714,,35.23824554385386,66.20781522604996,79.6659758472772,0.1,,,1.0,3.9,1.5431348375239178,21.628571428571426,41.7317334736589,61.726124999999996,,40.61666666666667,34.833333333333336,,28.6,34.25,18.974999999999998,23.65,28.312500000000004,28.5,1.0,0.48696677713563447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.072125,1.0,,,,,
81,Sudan,,1.0,14.715105,,,,33.556625000000004,30.13895,0.8,2.67,37.01053185287661,,,34.4,1.0,72.359925,11.9,1.0,47.4375,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,56.06323,60.69718,30.72621,17.137340000000002,17.849999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.962625026702888,50.7,79.1,48.3,54.6,77.5,,,0.9070333333333334,0.28646666666666665,,,33.51087311601248,23.35060270492601,0.1,,,1.0,17.3,29.161472324370944,28.471428571428568,29.6269160727759,66.15299999999999,8.9,59.300000000000004,23.183333333333337,26.6,58.05,68.55,30.5125,38.8,45.95,48.55,1.0,1.6000395288385771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6209999999999996,1.0,1.0,1.0,38.2,16.3,4.5
82,Malta,0.425,1.0,,,59.016666666666666,,8.475,,4.65,94.67333333333333,,6.763817879999992,,,,13.153799999999999,,,,,,,,,,,,1.0,1.0,2.85,95.38938,93.905275,91.30859666666667,53.03096571428571,2.5,1.0,1.0,,1.0,1.0,1.0,,5.492375046014785,,,,,99.78333333333333,,,7.95565,2.5147,1.0,100.00000142174115,99.96463070453653,,2.9,18.4,31.75,1.0,0.1,1.0,0.22857142857142856,38.523605807672354,5.62125,,10.149999999999999,20.53333333333333,,6.4,7.6,4.6625,5.55,3.5500000000000003,6.6,1.0,0.009791422230833896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3550000000000002,1.0,,,,,
83,Tajikistan,0.64,1.0,19.638224,86.05,44.483333333333334,,31.818250000000003,51.5,4.833333333333333,41.68,0.5042457392815314,5.66689262,,87.6,1.0,53.655674999999995,0.1,1.0,26.587500000000002,1.0,0.1,1.0,1.0,28.65,3.4,21.4,7.1,1.0,1.0,1.0,99.7,99.8,78.77399,19.77646,,1.0,1.0,1.0,1.0,1.0,1.0,,10.403874993324276,58.35,85.3,34.75,34.2,60.88333333333333,17.15,,4.555275,2.3924,21.9,47.18872927170472,95.67825772701885,72.55363285822955,0.8,,,1.0,2.7,0.1369990566416996,61.05714285714285,36.750633155684746,73.24762500000001,3.5,26.033333333333335,27.333333333333336,22.799999999999997,31.85,40.5,15.1,27.700000000000003,33.3,35.45,1.0,0.08060568444839025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.609875,1.0,9.100000000000001,4.566666666666666,21.333333333333332,6.366666666666666,2.3666666666666667
84,Burundi,1.0,1.0,1.0,51.1,28.233333333333334,0.432863552123308,41.0275,38.11381,1.35,0.28500000000000003,188.99474948682936,15.366675999999961,,88.30000000000001,1.0,58.147400000000005,2.8,1.0,46.0625,1.0,0.7375,1.0,1.0,1.0,3.6,24.5,9.95,1.0,1.0,1.0,57.94336,64.97253,25.81703125,2.8393016666666666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1528749912977225,49.3,50.1,58.25,75.8,81.75,,,0.7080285714285713,0.059128571428571426,,,45.886157282970096,6.168078665597662,2.2,,,1.0,65.4,2.65709098009261,85.02857142857142,52.04849290733481,88.053625,,40.75,32.25,29.7,57.6,32.05,24.125000000000004,38.7,37.225,47.95,1.0,3.3347776221447742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.747999999999999,1.0,29.3,1.4,55.9,5.1,0.9
85,Indonesia,4.24,1.0,36.567959,40.55,24.71666666666667,0.8009334023421004,19.328750000000003,58.35408999999999,1.05,,6.920692164770819,10.092647559999978,,91.9,1.0,48.891650000000006,1.9000000000000001,1.0,30.425000000000004,1.0,0.2,1.0,1.0,85.1,2.1500000000000004,14.8,8.3,1.0,1.0,1.0,92.886882,94.836318,75.62946333333333,33.91712,7.985714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.370874911546707,82.9,96.2,83.69999999999999,45.8,88.4975,1.0,1.0,1.8345399999999998,0.33934,21.8,,67.49962966568043,69.20571647181085,0.2,2.7499999999999996,61.56666666666666,1.0,7.1,13.36447863087654,14.34,38.29349031271656,47.031625,11.4,29.4,25.983333333333334,14.20747999318,23.549999999999997,29.299999999999997,12.7125,19.700000000000003,24.0,12.25,1.0,0.4904777536321892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.396625,1.0,18.799999999999997,6.25,33.45,11.85,5.1
86,Kyrgyz Republic,0.85,1.0,24.606146,95.9,47.083333333333336,0.7446736252556245,23.737499999999997,33.20268,4.6000000000000005,55.225,1.0,5.586800219999996,,98.0,,37.993500000000004,0.5,1.0,28.437499999999996,1.0,0.1,1.0,1.0,66.8,3.4,26.9,6.3,1.0,1.0,1.0,99.49972,99.586,82.022488,49.81414124999999,7.014285714285713,1.0,1.0,1.0,1.0,1.0,1.0,,8.948874890804293,89.1,49.7,46.45,29.166666666666668,74.275,49.1,,6.02215,2.255675,21.8,64.25674221028478,96.31515639702934,89.18958212251194,1.7,3.3499999999999996,50.483333333333334,1.0,0.8,0.7212490192762825,34.885714285714286,40.50229494937141,64.23325,26.9,24.95,37.56666666666667,7.033333333333334,18.25,22.950000000000003,13.2,16.25,17.887499999999996,20.5,1.0,0.2430044383235094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.9000000000000004,1.0,2.8,5.6000000000000005,14.2,2.2,0.9333333333333333
87,Liberia,8.64,1.0,5.2140656,74.0,24.983333333333327,,34.62950000000001,37.2,,,348.63243784427664,,,47.55,1.0,137.50597499999998,8.8,1.0,52.68750000000001,1.0,0.8625,1.0,1.0,39.4,4.2,32.85,33.4,1.0,1.0,1.0,34.09226,48.30136,14.97625,9.15192,38.01428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.102875024080276,78.65,96.4,50.7,54.6,61.1,1.0,,0.3164,0.0376,22.6,,16.533477717029214,1.173397215310583,1.6,1.6333333333333333,15.666666666666668,1.0,41.5,42.328300334336156,59.75714285714285,47.12836593369635,50.365,36.6,69.16666666666667,40.766666666666666,31.1,36.9,80.6,23.45,24.65,53.087500000000006,61.099999999999994,1.0,3.3025828067134415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.588,1.0,14.45,2.95,31.1,4.949999999999999,0.85
88,Moldova,0.32857142857142857,1.0,,,49.349999999999994,3.3936413625876116,10.638250000000001,60.4,6.066666666666666,67.745,,5.029225259999994,,1.0,,24.096574999999998,0.4,1.0,29.025,1.0,0.11250000000000002,1.0,1.0,,,,,1.0,1.0,1.0,99.032335,99.2491,77.52190374999999,46.499851250000006,,1.0,1.0,1.0,1.0,1.0,1.0,,3.5854999423027056,95.4,98.8,79.2,36.4,99.525,22.85,,5.3292166666666665,2.5825500000000003,21.9,70.13624929551173,75.35475490914428,87.10944531721547,6.1,5.833333333333334,44.41666666666667,1.0,0.1,0.12588614132235956,8.1,49.010354144840456,57.455375,1.0,17.866666666666667,27.783333333333335,9.5,7.7,9.25,10.9375,6.65,12.4625,15.35,1.0,0.029154252993980057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.265625,1.0,2.2,4.9,6.4,1.9,0.5
89,Timor-Leste,0.5,1.0,17.6,34.5,19.05,0.7505866289138795,29.486375,46.9,,0.75,5.234348547015362,,,89.2,1.0,36.504425,2.6,,,,,,,50.7,3.5,,6.9,1.0,1.0,1.0,64.21094,68.06683,55.14672374999999,,26.257142857142856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4666250348091125,76.7,84.4,70.9,56.25,56.7,,,1.4063833333333333,0.5908166666666667,,,50.22484353207793,28.066320317411076,0.5,5.75,81.05,1.0,9.9,23.976930646255656,33.58571428571429,45.66374231665488,70.68137500000002,,55.8,37.53333333333333,25.3,44.150000000000006,52.400000000000006,22.15,37.650000000000006,33.099999999999994,44.95,1.0,0.7327352355205902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2875,1.0,37.5,1.6,51.7,9.9,2.1
90,West Bank and Gaza,,,39.028076,,,0.966022908687592,31.443999999999996,64.62147,,,,8.434847279999996,,89.35,,56.794475,1.0,,,,,,,,,,,1.0,1.0,0.975,94.35979571428571,96.3894742857143,87.66143999999998,55.37635375,,,,,,,,,32.36050009727479,95.5,99.4,76.5,38.1,99.6,,,,,,,96.1859691598954,,,,,,,0.19619912979033485,,19.2401372672493,24.74625,7.7,21.483333333333334,32.0,10.9,19.1,12.25,10.325,8.4,16.275,9.85,1.0,0.15589101428346214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.006625,1.0,1.4,8.2,7.4,1.2,0.3
91,Comoros,0.30000000000000004,1.0,5.8795309,48.8,28.266666666666666,1.64124090224504,33.487375,27.4,,,25.556683642442838,24.056443799999983,,1.0,1.0,69.86397500000001,1.0,1.0,33.85,,0.1,1.0,,37.4,3.8,39.3,11.3,1.0,1.0,1.0,47.79684,54.00658,47.27108749999999,7.816177499999999,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.85174995660782,48.9,92.1,38.1,11.4,82.2,1.0,,0.6492333333333333,0.2207,22.6,,35.1996639112726,15.561805261655934,0.2,4.533333333333333,20.616666666666667,1.0,50.7,0.5962588235025124,52.91428571428571,41.55217639334348,71.55474999999998,21.4,32.71666666666667,33.916666666666664,31.6,65.4,76.5,34.0,48.5,49.85,58.4,1.0,1.3676033791217443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.452375,1.0,16.9,10.6,31.1,11.2,4.5
92,Paraguay,2.642857142857143,1.0,39.710205,,51.8,1.93376205861568,21.337625,82.53926,1.3,17.455000000000002,0.875548190314135,8.152866940000001,,93.4,,71.81087500000001,3.6,1.0,26.700000000000003,1.0,0.2,1.0,1.0,,,,,1.0,1.0,1.0,94.085015,94.75286666666668,65.70548,,9.92857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.769624948501585,88.44999999999999,98.7,89.4,29.6,95.94,90.6,,0.8558428571428571,0.9572333333333334,,61.630806554583295,86.57782337349879,79.54964913902165,2.1,5.366666666666667,20.166666666666668,1.0,1.5,0.6978590813480771,24.242857142857147,39.90372811499246,39.397125,,20.45,32.28333333333334,12.1,19.0,23.35,9.25,16.15,19.237499999999997,10.95,1.0,0.38463263131647984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5365,1.0,1.9500000000000002,11.850000000000001,8.149999999999999,1.8,0.4
93,Maldives,0.4,1.0,,80.2,32.03333333333333,,16.75775,29.8,,4.83,,11.905335799999982,,,1.0,9.36695,1.0,,,,,,,37.4,1.9,,1.6,1.0,1.0,1.0,98.40319,98.172535,,39.916215,7.9714285714285715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.5964999198913565,81.6,98.7,,1.0,97.0,,1.424,5.76286,2.79596,,,96.9230551388233,95.78944297633416,0.6,2.6166666666666663,47.36666666666667,1.0,0.3,1.3350875971504543,,25.902938533931952,61.677749999999996,,31.45,46.583333333333336,31.4,8.35,5.2,5.874999999999999,7.1,9.012500000000001,8.8,1.0,0.13652749112695714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0170000000000003,1.0,,,,,
