,country_name,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y
29,Cameroon,,1.0,16.482433,1.0,33.21666666666667,2.98182647675276,37.213750000000005,34.433635,,1.15,253.17266646579498,12.07237599999998,,1.0,1.0,113.361625,11.8,1.0,57.18750000000001,1.0,2.0250000000000004,1.0,1.0,49.9,4.5,25.5,25.2,1.0,1.0,1.0,71.58627,77.07104,40.2315,12.496034285714286,7.657142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.149125069379805,60.5,83.75,29.0,10.45,60.400000000000006,1.0,,0.9164,0.0881,21.3,,38.923121283024514,6.434055224512573,2.7,,,1.0,45.2,7.075547737196931,37.057142857142864,46.952533829617025,45.72625,25.5,62.88333333333333,49.766666666666666,8.5,75.4,86.25,24.7875,47.95,43.224999999999994,58.05,1.0,2.8059500013411776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.811500000000001,1.0,10.333333333333334,4.733333333333333,31.066666666666666,5.066666666666666,1.3
30,Niger,0.575,1.0,5.5777683,36.9,27.916666666666664,1.86250545084476,47.736875,40.776623333333326,0.3,0.41,390.10582603451786,,,54.45,1.0,193.48430000000002,1.0,1.0,49.025000000000006,1.0,0.1,1.0,1.0,46.5,7.4,15.9,40.4,1.0,1.0,1.0,22.55129,30.56039,13.13999,1.893641666666667,12.057142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3591249957680702,16.9,82.8,56.2,23.3,34.5,1.0,,0.25070000000000003,0.0422,17.2,,12.316778516451143,,0.1,0.13333333333333336,14.85,1.0,70.8,70.69887202413878,94.15714285714286,42.84645359506442,83.729125,13.2,52.31666666666666,49.266666666666666,8.633333333333333,85.0,44.1,27.287499999999998,45.4,40.875,54.25,1.0,4.350535752949407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.19175,1.0,27.660000000000004,0.76,42.88,12.9,2.2
31,Mauritania,3.8,1.0,,,33.93333333333334,2.94621009379625,35.102000000000004,27.075095,,,48.303346041024795,,,16.0,1.0,75.0251,17.8,1.0,31.349999999999998,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,43.35439,53.49759,25.243458571428572,3.2916583333333334,8.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.313374876976,24.7,85.55000000000001,38.400000000000006,36.03333333333333,67.19999999999999,1.0,0.3,0.93206,0.15368,21.6,,41.288101022143735,31.48420495058047,1.0,,,1.0,38.6,35.937048615244755,36.88571428571429,31.258148848360563,49.381375,6.4,68.66666666666666,37.96666666666667,32.35,73.25,85.5,35.949999999999996,47.65,56.075,28.95,1.0,3.8624987519947016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.7589999999999995,1.0,22.174999999999997,1.8,20.349999999999998,12.975,2.1750000000000003
32,Cambodia,0.7428571428571428,1.0,27.1712685,90.3,22.65,5.23964643478394,23.843875,54.036365,0.7333333333333333,4.2,21.434502037976223,12.406234999999958,,74.95,1.0,49.518475,1.9,1.0,46.1,1.0,0.1,1.0,1.0,81.9,2.4,26.9,1.0,1.0,1.0,1.0,73.407835,79.29079,,12.08338,17.91428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6369999982416629,67.5,92.19999999999999,66.5,69.0,1.0,1.0,,0.8434124999999999,0.26497499999999996,,24.070066483210756,50.18378122013003,65.78400500991108,1.0,2.2499999999999996,36.45,1.0,6.5,40.92230295236974,,48.81977271525279,77.9935,39.1,46.21666666666667,55.06666666666667,12.5,26.5,33.4,15.399999999999999,12.55,21.6,28.799999999999997,1.0,0.5738288229387823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.630375,1.0,24.1,2.2,32.4,9.7,2.5
33,Senegal,1.58,1.0,9.07681868,61.633333333333326,34.25,0.19358053104952,36.467625000000005,28.283333333333335,,1.05,54.725136694205524,18.747303999999982,,53.266666666666666,1.0,78.15995,7.183333333333334,1.0,66.0625,1.0,0.21250000000000002,1.0,1.0,37.2,3.816666666666666,27.76,16.650000000000002,1.0,1.0,1.0,37.94002666666667,48.92329333333333,39.42459,8.16890125,9.514285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.22425001859665,32.85,79.66666666666667,41.5,30.449999999999996,59.150000000000006,1.0,1.0,0.6274,0.166375,22.25,,49.3678895215141,20.256880059127372,0.2,0.5,17.183333333333334,1.0,23.9,15.500592357662972,36.85714285714286,39.507326909400426,54.333,29.85,71.55,39.78333333333334,25.866666666666667,42.6,50.9,20.1125,29.7,36.0,37.099999999999994,1.0,1.8555086421127414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.85525,1.0,15.22857142857143,1.2714285714285716,19.15714285714286,5.9,1.4714285714285715
34,Ukraine,0.1,1.0,,,55.00000000000001,0.9640375385060898,9.175,1.0,6.233333333333334,93.28999999999999,,5.445514779999998,,1.0,,25.8049,0.1,1.0,34.7375,1.0,0.1625,1.0,1.0,,,,,1.0,1.0,1.0,99.9582,99.97435,85.0346475,88.271525,2.542857142857143,1.0,1.0,1.0,1.0,1.0,1.0,,7.224249899387357,87.2,98.6,92.3,19.7,75.17500000000001,12.5,,7.303875,3.366,1.0,90.95644922067646,96.10062707036559,,1.0,11.666666666666668,41.383333333333326,1.0,0.3,0.0011935439355874142,1.542857142857143,47.36360202737451,30.984125,53.8,20.78333333333333,20.35,4.9,8.15,10.0,5.1625,7.0,8.375,4.6,1.0,0.03261154666989436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4551250000000002,1.0,,,,,
35,Eswatini,2.2333333333333334,1.0,38.076611,,42.81666666666666,,27.909875,80.53499,2.1,,1.7424912228784322,10.41666979999996,,90.4,1.0,78.39082499999999,0.8,1.0,62.87499999999999,1.0,18.3625,1.0,1.0,,,,,1.0,1.0,1.0,88.54269,88.41938,44.147988,6.836735,19.114285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.88012504577635,76.1,98.5,59.6,63.8,88.3,,,3.3725142857142854,0.2151,,,57.28936125522,23.755534554265427,2.9,1.7166666666666666,16.46666666666667,1.0,27.9,9.258602061867496,17.92857142857143,48.71331101307334,76.765,,28.28333333333333,25.400000000000002,15.2,53.3,63.699999999999996,14.112499999999999,40.5,38.425,50.15,1.0,1.4285981446591713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.101125,1.0,5.8,1.0,25.5,1.0,0.4
36,Nigeria,1.075,1.0,12.8569195,40.7,28.833333333333332,4.05911132693291,39.538625,30.774486,,1.37,314.47744698485184,,,92.6,1.0,112.107775,17.75,1.0,55.2,1.0,0.8625,1.0,1.0,47.7,5.0,16.55,24.233333333333334,1.0,1.0,1.0,52.65648,62.01601,,8.3004,8.342857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.9435000121593475,53.4,51.24,42.8,20.9,41.55,1.0,,1.3200333333333334,0.40426666666666666,21.45,19.41533267517633,37.004551049778165,29.324757528745902,4.6,0.7333333333333334,9.433333333333334,1.0,68.6,21.0061609638653,47.78571428571429,45.24842236432748,52.613,24.65,69.81666666666666,48.86666666666667,22.08,115.44999999999999,129.5,28.075,69.85,79.1875,84.25,1.0,5.158400388468055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.610499999999998,1.0,19.766666666666666,1.5,31.216666666666665,10.183333333333334,2.0666666666666664
37,Iraq,,1.0,,,55.65,0.425606220960617,31.3025,56.95711,1.325,7.64,1.0,,,61.4,,75.47295000000001,4.6,,,,,,,,,,,1.0,1.0,1.0,59.14,80.2,,,23.57142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.149124979972846,58.75,82.65,59.400000000000006,22.6,85.63333333333334,1.0,,1.8641666666666667,0.85885,1.0,57.275596048795784,89.08235276844243,92.51636462064512,0.1,,,1.0,1.0,0.6516111187475679,,14.707232934872739,30.147624999999998,3.5,24.933333333333334,33.6,7.65,13.8,30.75,15.062500000000002,21.15,21.824999999999996,12.8,1.0,0.3338909535697169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.00725,1.0,5.55,8.75,17.35,3.75,1.8
38,Chad,4.05,1.0,5.7432022,1.0,28.166666666666668,,44.041625,17.6,,0.29,178.72460806828798,,,76.5,1.0,169.70454999999998,29.7,1.0,49.675000000000004,1.0,0.8500000000000001,1.0,1.0,19.8,6.1,22.1,35.9,1.0,1.0,1.0,13.944320000000001,24.15727,12.13127,1.14615,37.24285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.50874999165535,1.0,54.7,25.8,0.2,20.2,1.0,,0.28813333333333335,0.04481666666666667,,,9.146358527288662,5.748324280433266,0.4,,,1.0,1.0,67.8057814432048,54.05714285714286,45.2532516562719,77.509375,10.9,62.06666666666667,44.233333333333334,22.9,117.44999999999999,131.45,27.200000000000003,67.05000000000001,77.3,80.45,1.0,7.452614854206299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.107375,1.0,29.4,2.8,39.8,13.3,4.4
39,Mali,6.25,1.0,5.546329350000001,48.0,28.01666666666667,0.48926989082247085,43.5885,33.25326333333334,,1.05,410.47663264052875,,,90.3,1.0,173.897575,19.65,1.0,47.825,1.0,0.9375,1.0,1.0,14.75,5.4,7.300000000000001,26.0,1.0,1.0,1.0,24.189253333333333,34.034533333333336,27.61529857142857,3.2719342857142855,5.371428571428572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.055000007152557,28.5,76.43333333333334,34.36666666666667,35.75,56.53333333333334,1.0,,0.379125,0.119725,18.5,,34.69620655265273,36.616686192000195,0.3,1.7,19.150000000000002,1.0,70.7,9.428262370779159,54.51428571428572,43.3977947736212,60.41325,22.2,82.98333333333332,59.56666666666666,18.53333333333333,97.75,57.75,35.3,58.8,42.925,70.0,1.0,4.064521277576215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.182875,1.0,9.8,1.45,28.65,7.25,3.0
40,Mozambique,4.868571428571428,1.0,7.129853,,26.950000000000003,0.403063464909792,38.83725,38.55,0.7,0.7300000000000001,355.74590456046565,14.030941199999958,,42.5,1.0,153.880675,15.55,1.0,60.712500000000006,1.0,7.65,1.0,1.0,40.55,5.2,35.6,43.43333333333334,1.0,1.0,1.0,46.6788,58.347215000000006,18.36662,5.2813212499999995,27.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4858749806880964,34.43333333333334,59.60000000000001,53.35,1.0,54.3,1.0,0.046,0.6031124999999999,0.05917142857142857,18.9,,25.666633986018788,11.97200114442776,0.7,4.699999999999999,25.583333333333336,1.0,27.6,33.020336479826355,71.31428571428572,52.552352242357706,65.85137499999999,30.9,62.233333333333334,50.43333333333333,23.5,72.6,82.19999999999999,26.475,25.45,53.975,60.7,1.0,1.77710385000762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.093750000000001,1.0,15.6,4.4,42.599999999999994,5.25,2.05
41,Bangladesh,0.76,1.0,21.8401195,43.4,17.583333333333336,9.52952575683594,19.36625,73.52275999999999,0.6666666666666666,2.9533333333333336,2.2766614967440644,28.59409739999998,,74.1,1.0,85.83975000000001,25.75,1.0,36.125,1.0,0.1,1.0,1.0,42.45,1.65,6.75,30.5,1.0,1.0,1.0,62.30290625,65.42999875000001,61.95654857142857,13.511914999999998,16.028571428571425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.896500051021576,27.133333333333333,59.06666666666667,24.0,58.43333333333333,41.775,1.0,0.4345,0.2666875,0.47523750000000003,19.299999999999997,55.58136280887047,44.42998590911976,36.73585837353588,1.0,1.3,38.4,1.0,11.9,2.522497037414383,54.42857142857144,28.215503000536927,66.0755,9.566666666666666,43.11666666666667,38.78333333333334,9.466666666666667,17.4,35.25,18.7625,25.450000000000003,23.275,29.2,1.0,0.5155871236305453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1436249999999997,1.0,31.625,2.075,36.75,14.15,3.375
42,Sao Tome and Principe,1.14,1.0,22.954311,,33.266666666666666,,33.32399999999999,51.04861,2.9,,25.711992563769446,6.661863799999998,,90.8,1.0,97.50685,7.9,,,,,,,,,,,1.0,1.0,1.0,87.478715,91.47987,60.143955,10.111053333333333,8.285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.481124877929688,83.6,97.5,68.9,71.7,92.5,1.0,,2.0704000000000002,0.1845,,,39.706268543867466,41.71420161510234,1.0,,,1.0,11.4,50.75178310895693,,35.736917638502206,30.41475,40.7,64.06666666666666,54.53333333333333,33.7,29.65,36.45,12.45,22.65,24.5375,14.05,1.0,0.6381103981748435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.50075,1.0,8.8,2.4,17.2,1.0,0.8
43,Malawi,3.533333333333333,1.0,11.170485750000001,42.4,25.25,0.887854024767876,36.458375,74.033125,1.3,0.45499999999999996,254.90673803224115,14.73862799999996,,77.75,1.0,138.64209999999997,1.0,1.0,59.6625,1.0,4.325000000000001,1.0,1.0,1.0,3.4,26.933333333333334,26.1,1.0,1.0,1.0,55.16755,63.644455,32.013279999999995,0.63539,16.228571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.8263750076293945,47.650000000000006,96.55,72.9,30.2,88.6,1.0,,0.3687,0.02615,19.8,,25.261872570921557,10.127905653370743,1.0,4.25,21.75,1.0,28.3,7.417015351651543,15.12857142857143,48.55106801991905,83.7435,21.6,51.6,34.11666666666667,19.049999999999997,49.3,59.3,22.4,33.65,42.29999999999999,22.7,1.0,1.9805341504567058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6351249999999995,1.0,10.5,3.425,29.775,2.8,0.54
44,South Sudan,7.166666666666667,1.0,,,,,36.347125,,,0.32,238.21333637271587,,,,1.0,70.23770000000002,,1.0,58.55,1.0,1.1624999999999999,1.0,1.0,,,,,1.0,1.0,1.0,28.86426,34.52276,4.293985,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.765874862670913,,61.9,,,,,,,,,,8.875491637291965,,,,,1.0,63.3,67.02299240066081,,48.99171109059953,81.22562499999998,,50.150000000000006,32.46666666666667,,93.4,52.05,35.525,58.25,56.41250000000001,68.6,1.0,5.409012218426576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.984500000000001,1.0,,,,,
45,Burkina Faso,1.2333333333333332,1.0,1.0,,27.266666666666666,0.417354563251138,39.759499999999996,42.76199833333334,,0.59,448.89830840104025,13.365808000000001,,,1.0,109.94167499999999,,1.0,43.8375,1.0,0.45,1.0,1.0,,,11.8,25.950000000000003,1.0,1.0,1.0,29.453935,37.911925,24.198050000000002,3.53272125,9.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.702999830245972,47.2,86.5,51.8,45.825,79.8,,0.127,0.6022428571428572,0.056671428571428574,,,18.45597686469204,11.250740487488699,2.4,1.9333333333333333,24.333333333333336,1.0,49.6,50.842832051445264,66.52857142857144,44.48959205422209,72.749,,72.5,57.983333333333334,24.050531821861842,41.65,40.8,26.925000000000004,46.75,49.0,27.1,1.0,1.9977779425802689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.48125,1.0,17.72857142857143,1.0142857142857142,24.642857142857146,8.885714285714286,1.7571428571428571
46,"Macao SAR, China",,,,,,,11.10725,,,,,,,,,2.787325,,,,,,,,,,,,,,1.0,94.38224,96.089265,80.3426125,77.93267,12.014285714285712,,,,,,,,1.6139999926090225,,,,,,,,,,30.3,65.91072829131657,,,,,,,,,,48.75994846463215,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.188625,1.0,,,,,
47,Guinea,2.866666666666667,1.0,3.6812999,42.650000000000006,32.45,1.25234071165323,33.178875,23.129199999999997,0.3,,365.924343679613,,,66.65,1.0,140.580025,20.25,1.0,53.3,1.0,0.8875,1.0,1.0,10.05,4.449999999999999,17.3,17.65,1.0,1.0,1.0,21.96225,32.00384,24.33792,6.1763125,15.871428571428574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.453500002622605,47.5,83.46666666666667,50.03333333333333,29.333333333333332,54.43333333333333,1.0,0.517,0.2703,0.08435000000000001,20.6,,20.311533529334298,13.690383303040472,0.3,,,1.0,44.6,16.5860585323084,64.2,54.37609560980499,64.983,19.4,74.96666666666665,61.96666666666667,23.0,99.1,108.65,32.85000000000001,30.25,68.99999999999999,37.4,1.0,3.620204923398983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.975250000000001,1.0,13.600000000000001,2.8499999999999996,32.05,5.85,2.925
48,Nepal,,1.0,30.638820999999997,50.6,21.233333333333334,2.41404914855957,21.03575,43.9724075,0.3,2.96,1.1416042196440845,22.32567499999996,,95.975,1.0,70.825475,5.55,1.0,37.7125,1.0,0.1,1.0,1.0,66.6,1.75,29.75,16.7,1.0,1.0,1.0,54.281009999999995,63.76783999999999,57.410624999999996,12.917358333333334,5.642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2536250203847887,59.666666666666664,70.06666666666666,45.333333333333336,64.39999999999999,19.200000000000003,,,2.31282,0.66674,20.65,26.682639365581057,52.764277458419784,52.47732884814817,0.6,9.666666666666668,32.53333333333333,1.0,19.8,29.233661397581802,72.82857142857142,54.139200443959716,81.60775,23.549999999999997,37.38333333333333,28.383333333333333,25.5,15.45,36.5,23.037499999999998,25.8,26.625,30.55,1.0,0.6081579928042492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1551250000000004,1.0,28.8,1.6,26.333333333333336,10.7,2.6666666666666665
49,Nauru,4.033333333333333,,,,88.4,,,,,17.165,,,,,,,,,,,,,,,,,,,,1.0,,,71.78298333333333,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.693,7.108366666666667,1.3661500000000002,,,65.59903828819914,,1.6,39.05,32.983333333333334,,,2.533132219267221,,,1.0,,,,,29.9,36.8,22.0875,24.55,25.612499999999997,30.5,,,,,,,,,,,,1.0,,,,,
50,Germany,0.15000000000000002,1.0,,,47.66666666666666,,7.950000000000002,,8.233333333333333,56.925,,6.758881279999998,,,,8.091925,,1.0,19.4375,1.0,0.1,1.0,,,,,,1.0,1.0,5.0249999999999995,,,86.49865142857143,66.118104,2.5,1.0,1.0,,1.0,1.0,1.0,,4.310625016689302,99.3,,,,98.5,,,12.683142857142858,4.062785714285714,20.06666666666667,99.80000034265592,99.22484739607594,,5.9,28.55,34.13333333333334,1.0,0.6,1.0,1.0,46.16714620410317,22.787875,,11.149999999999999,19.066666666666666,,3.4,2.6,2.2625,1.9,3.2625,3.4,1.0,0.007771039622934108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.49125,1.0,0.5,3.2,1.7,0.3,
51,India,0.21666666666666667,1.0,9.6,65.3,16.883333333333333,3.89889813959599,18.964374999999997,71.9,0.7,6.82,9.678784886206792,,,93.6,1.0,20.8889,5.4,,,,,,,80.6,1.8,,7.9,1.0,1.0,1.0,62.534065,71.837775,62.40373,25.659877142857145,16.128571428571426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.527250051498413,48.3,79.3,77.5,54.9,81.25,1.0,0.5425,1.4345625,0.7532428571428571,20.7,,51.76811401555093,59.3627256412215,1.7,2.15,18.433333333333334,1.0,18.6,33.815435345273,29.685714285714283,20.830203644712377,67.38925,20.9,48.86666666666667,50.55,12.9,19.15,39.0,26.5875,32.55,26.6625,17.9,1.0,0.4284361151092503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.335625,1.0,33.03333333333333,2.0,37.1,17.733333333333334,5.733333333333333
52,Angola,,1.0,13.263435,,33.0,,42.8795,24.278165,,,199.63391017876938,15.59858859999998,,82.4,1.0,158.987725,7.9,1.0,51.96249999999999,1.0,1.2750000000000001,1.0,1.0,26.4,5.2,28.1,38.5,1.0,1.0,1.0,53.40721,66.03011,,6.75591,26.514285714285716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.629375040531159,61.4,78.65,1.0,37.4,49.6,,,0.4075,0.2146,,,46.10990931349342,25.705359172451967,2.3,,,1.0,48.8,23.844082964849445,12.257142857142858,50.031199718217785,36.940375,31.7,43.43333333333333,42.56666666666666,1.0,76.19999999999999,47.75,27.2,49.0,60.150000000000006,60.05,1.0,1.6637700963418658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.819375000000001,1.0,1.0,3.4,37.6,4.9,1.1
53,Somalia,3.76,1.0,,,34.150000000000006,,42.556374999999996,,0.9,0.16,31.861206023893676,,,,1.0,105.344075,,1.0,55.2375,1.0,0.1,1.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.322500109672538,,,,,,,,0.1119,0.023,,,34.461804893054705,9.707904141295664,1.0,,,1.0,86.6,32.574004369472796,,22.558629590676983,49.777875,,56.31666666666667,47.06666666666666,,58.05,64.2,34.949999999999996,73.6,63.775000000000006,85.8,1.0,5.613457380921998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.415250000000001,1.0,,,,,
54,Equatorial Guinea,6.1,1.0,11.4,44.2,33.81666666666667,,35.089749999999995,20.68966,,,328.50353143672083,,,,1.0,161.123125,8.6,1.0,50.9125,1.0,2.8874999999999997,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.429000139236449,66.9,91.3,54.3,7.4,68.3,1.0,,0.5024,0.4017,20.5,,65.84862208621044,23.48268772846118,4.7,,,1.0,22.3,3.0977878451710814,,37.10161302778851,26.042749999999998,18.4,54.233333333333334,52.949999999999996,33.8,83.15,95.85,32.162499999999994,28.75,69.525,71.25,1.0,1.5672599372639557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.8191250000000005,1.0,5.6,9.7,26.2,3.1,1.7
55,Jordan,,1.0,33.327374,42.2,59.53333333333333,,24.81925,38.12222333333334,1.74,24.49,,13.8748406,,,,27.039275,0.8999999999999999,1.0,16.4875,,0.1,1.0,,81.15,2.35,12.9,4.85,1.0,1.0,4.975,96.37918333333334,97.34062666666667,68.884386,38.257875,10.757142857142856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.324625253677375,93.0,98.35,74.5,24.049999999999997,99.65,,,2.9721166666666665,2.1850799999999997,1.0,93.8752712038942,97.5981550315959,,0.2,,,1.0,0.6,0.17558660013237387,6.042857142857144,17.78017510589266,9.25375,12.9,16.133333333333336,29.650000000000002,13.366666666666665,15.4,18.35,9.312499999999998,13.2,13.524999999999997,15.8,1.0,0.16638935792551474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1408750000000003,1.0,1.0,4.7,7.8,2.4,0.7
56,Eritrea,0.8333333333333333,1.0,,,26.566666666666666,,32.711625,,0.7,,24.479761689305164,,,,1.0,56.597775,,1.0,60.675000000000004,1.0,0.35,1.0,1.0,,,,,1.0,1.0,1.0,68.94619,76.57052,42.38666428571428,2.6891833333333337,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.154124975204466,,,,,,,,1.3229166666666667,0.0628,,,11.676814542162084,,0.3,0.25,12.216666666666667,1.0,45.6,67.98207441653763,,46.6999227656463,64.229,,58.13333333333333,34.06666666666667,,38.6,49.6,17.475,13.85,21.474999999999998,37.349999999999994,1.0,2.469663955996563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2562500000000005,1.0,,,,,
57,Nicaragua,0.1285714285714286,1.0,,,60.0,3.04154777526856,22.002125000000003,92.58373,0.95,23.46,2.2769411853264794,10.7495238,,,1.0,89.46594999999999,9.7,1.0,29.125000000000004,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,82.77935,82.61455,,,10.271428571428572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3197500705719,87.8,94.7,,31.7,1.0,56.75,,1.4210500000000001,0.9148499999999999,,51.33095845876664,72.25740674145017,,1.5,,,1.0,2.2,7.734939230658212,26.042857142857144,38.39790845755754,42.195874999999994,,27.366666666666667,24.0,5.8,16.35,10.7,9.5,13.95,12.375000000000002,9.25,1.0,0.28871624420726855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4903750000000002,1.0,4.6,8.3,17.3,2.2,0.7
58,"Congo, Dem. Rep.",2.2,1.0,8.3678122,43.8,20.333333333333332,0.610391702502966,42.977,16.3,,0.19,334.895086262041,11.02073979999998,,82.3,1.0,126.61585,1.0,1.0,72.4125,1.0,0.5875,1.0,1.0,42.5,5.7,24.9,27.2,1.0,1.0,1.0,64.70931,76.029935,,4.99103,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.507625013589859,1.0,88.4,41.6,47.3,80.1,1.0,,0.9538500000000001,0.08195,20.9,,20.459769315278127,4.382198737280356,0.8,,,1.0,59.8,11.908661321334156,88.52857142857144,48.395997590553854,57.5225,19.2,54.10000000000001,31.866666666666667,27.7,85.6,99.5,26.387500000000003,34.15,66.35,77.15,1.0,3.2225198885617456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.22825,1.0,23.4,4.4,42.7,8.1,2.9
59,Marshall Islands,2.6500000000000004,,,,84.21666666666667,,29.0283207443703,,,15.92,,,,,,,,,,,,,,,,,,,,1.0,98.20298,98.26508,58.565385,23.80952,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,43.1,90.1,1.0,,3.3628,0.5037,,,82.70173252728551,82.45565981011967,,,,,,10.360064584755484,,,24.42875,,30.083333333333332,29.9,,15.2,38.150000000000006,15.0,13.45,29.6375,31.65,,,,,,,,,,,4.05,1.0,11.9,4.1,34.8,3.5,1.1
60,Zimbabwe,2.0285714285714285,1.0,10.656486300000001,42.1,43.233333333333334,,34.10212500000001,83.12552,1.7,1.48,79.34021543317397,12.7357536,,92.7,1.0,97.18440000000001,3.8,1.0,59.5375,1.0,6.487500000000001,1.0,1.0,83.3,3.55,42.6,22.55,1.0,1.0,1.0,84.174745,86.13806500000001,47.945105,6.6374025,40.71428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.872250020503995,70.19999999999999,92.26666666666667,36.833333333333336,39.56666666666666,48.43333333333334,1.0,,1.594825,0.1407,20.3,,38.26655890961141,34.24878267663744,1.3,1.6166666666666667,26.06666666666667,1.0,24.6,25.903278521877944,,50.90909932647072,67.48325,57.66666666666667,45.96666666666667,17.7,11.8,45.45,54.900000000000006,23.9,15.45,40.4125,40.3,1.0,2.1151401863142887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.892875,1.0,9.85,4.6,27.35,3.25,0.9
